region,location,num_of_rooms,size,fee,final_price,initial_price,year_built,mgmt_cost
Stockholm,Årsta,2.5,62,3333,4200000,3695000,1946,6972
Solna,Ulriksdal,2,69,3594,3400000,2795000,2011,7748
Stockholm,Vasastan,2,54,2260,5275000,4850000,2011,4800
Stockholm,Stockholm,3,83,4944,2375000,1995000,1968,4800
Stockholm,Kista,2,45,3123,1800000,1750000,1978,4800
Stockholm,Gärdet,2,56,2985,4300000,4075000,1953,5160
Stockholm,Hägerstensåsen,2,52,2200,3025000,2495000,1944,4000
Solna,Järvastaden,2,53.5,3018,2875000,2595000,2017,4000
Stockholm,Telefonplan,1,30,2072,2550000,2095000,2012,4000
Stockholm,Östermalm,1,29,1266,2950000,2600000,1932,2796
Stockholm,Bromma,2,50,3096,2400000,1995000,1918,4440
Stockholm,Bromma,2,59,3224,2470000,2195000,1952,5760
Stockholm,Fredhäll,2.5,49,2506,3425000,2995000,1931,6600
Stockholm,Gärdet,2,34,2094,3200000,3300000,1938,6600
Stockholm,Östermalm,2,44,1384,4475000,4475000,1994,6600
Stockholm,Stockholm,2,54,2877,2650000,2700000,1945,6600
Stockholm,Akalla,2,39,2701,1315000,1295000,1975,2000
Sundbyberg,Sundbyberg,2,54.5,3160,3080000,2595000,1995,5568
Stockholm,Södermalm,2,50,2011,3950000,4050000,1936,4000
Stockholm,Vasastan,2,40,1676,4450000,4295000,1923,3900
Stockholm,Hornstull,2,37,2071,3640000,2995000,1913,5200
Stockholm,Kungsholmen,3,71,3912,5260000,5150000,2007,5952
Stockholm,Kungsholmen,1,25,1635,2650000,2195000,1934,4224
Stockholm,Kungsholmen,3,88,4958,6400000,5975000,1934,10200
Stockholm,Fruängen,4,87,4819,4100000,3550000,1956,6696
Stockholm,Östermalm,1,23,1376,3000000,2695000,1936,4800
Stockholm,Hagsätra,3,66,3440,2050000,1995000,1958,4900
Stockholm,Vasastan,2,32,945,3520000,2995000,1906,3200
Stockholm,Södermalm,3,68,2975,5900000,5495000,1906,4000
Stockholm,Kungsholmen,2,55,3382,5000000,4395000,1930,4000
Stockholm,Vasastan,3,62,2388,6925000,5895000,1927,6000
Stockholm,Vasastan,5,145,3736,14900000,14995000,1927,6000
Stockholm,Vasastan,1,31,1808,3150000,2795000,1913,6000
Stockholm,Högdalen,1,29,1501,1970000,1595000,1913,3000
Stockholm,Vasastan,2,50,1751,5825000,4750000,1905,3000
Stockholm,Bandhagen,2,65.5,5493,1750000,1750000,1905,4200
Stockholm,Östermalm,4,123,2422,13300000,10750000,1940,4200
Stockholm,Södermalm,3,69,3409,7450000,6900000,1885,6000
Stockholm,Spånga,2,56,3524,1900000,1695000,1964,3600
Stockholm,Kärrtorp,1.5,38.5,1833,2275000,2275000,1950,1500
Stockholm,Årsta,4,89,5659,5610000,4995000,2007,10368
Solna,Vireberg,3,72,1890,4000000,3795000,1957,10368
Stockholm,HammarbySjöstad,2,61,3523,3600000,3795000,1957,10368
Stockholm,Kungsholmen,2,42,2576,3400000,3250000,1930,2664
Stockholm,SpångaSolhem,3,67.5,4465,2700000,2590000,2005,9108
Stockholm,Kungsholmen,2,41,1877,4200000,3475000,1935,9108
Stockholm,Kungsholmen,2,34,2334,3115000,3100000,1896,9108
Sundbyberg,CentralaSundbyberg,1,47,3269,3000000,2995000,1936,4800
Stockholm,Södermalm,2,58,3265,5700000,4750000,1881,7200
Stockholm,Kungsholmen,4,97,3864,6850000,6950000,2010,7200
Stockholm,Fruängen,1,29,1763,2100000,1495000,1955,7200
Sundbyberg,Sundbyberg,2,32,1017,2825000,2490000,1912,3250
Stockholm,Vasastan,2,51,2684,5100000,4495000,1909,3250
Stockholm,Skarpnäck,4.5,110,6769,3650000,2995000,1909,7000
Solna,Rudviken,2,43,2030,2775000,2775000,1985,7000
Sollentuna,Tureberg,3,81.1,3891,2750000,2295000,1968,1176
Sundbyberg,Järvastaden,2,54,2926,2470000,2375000,2012,4000
Stockholm,Östermalm,2,78,2500,8100000,6995000,1918,4357
Nacka,Henriksdalsberget,3,81,4874,3200000,2895000,1971,4000
Stockholm,Vasastan,3,85,3627,8900000,7250000,1904,4000
Nacka,Saltängen,1,39,2621,1800000,1777000,1955,4470
Stockholm,Södermalm,1.5,31.5,2118,2910000,2695000,1990,420
Solna,Bergshamra,3,90,3725,4600000,3795000,1990,5600
Stockholm,Sofia,2.5,52,2587,3600000,3295000,1974,4200
Stockholm,Aspudden,3.5,82.5,5321,4800000,4195000,2003,4200
Stockholm,Kungsholmen,2,68,2425,4600000,4750000,1969,4200
Stockholm,Södermalm,4,80,4858,6720000,5650000,1929,1800
Solna,Råsunda,3,66,2793,3525000,3600000,1929,5400
Stockholm,Vasastan,3,75,2696,7025000,7200000,1925,7800
Stockholm,Beckomberga,3,66.5,4029,2300000,1995000,1991,7800
Stockholm,Västertorp,3,70,4045,3625000,3650000,2008,6600
Stockholm,Östermalm,2,57,1626,6275000,5495000,1886,6600
Stockholm,Liljeholmen,2,52,3506,3770000,3295000,2008,4900
Stockholm,Östermalm,2,77,3009,6500000,5775000,1897,4900
Stockholm,Södermalm,1,33,1777,2990000,2990000,1897,3200
Stockholm,Vasastan,2,65,2231,6100000,5995000,1904,5300
Stockholm,Årsta,4,88,5137,4800000,3695000,1904,4800
Nacka,Henriksdalsberget,3,81,4214,3195000,2995000,1904,7900
Stockholm,Katarina,3,86,4629,6795000,6795000,2019,8730
Stockholm,Traneberg,4,79,4488,4750000,4750000,1938,5000
Stockholm,Midsommarkransen,3,67,4415,4110000,3650000,2006,5000
Nacka,VästraOrminge,3,93,5565,2120000,1995000,2006,5000
Sundbyberg,Järvastaden,3,79.5,4180,4100000,3595000,2014,5500
Nacka,Ekudden,3,69,5502,2810000,2495000,2014,5500
Sundbyberg,Sundbyberg,1,40,2202,2280000,1995000,1934,11400
Stockholm,Bromma,2,61,2731,2735000,2695000,1998,11400
Nacka,Alphyddan,4,96,4464,3330000,3295000,1962,11400
Stockholm,Östermalm,2,39,2939,3300000,2895000,1939,4800
Stockholm,Gullmarsplan,3,62,3215,3700000,3450000,1945,4020
Stockholm,JohannelundsTrädgårdsstad,3,69.5,4373,2675000,2675000,2013,5640
Stockholm,Bromma,3,71,3935,4200000,3325000,1918,5640
Stockholm,Liljeholmskajen,2,49.5,2677,3650000,3095000,2003,7200
Stockholm,Kungsholmen,2,59,4092,4850000,4650000,1931,7300
Stockholm,Vasastan,3,77,3545,7000000,7000000,1981,8810
Stockholm,Kungsholmen,2.5,75,4024,5805000,5475000,1927,6000
Stockholm,Vasastan,1,29,1616,2955000,2995000,1924,3200
Stockholm,Riksby,2,42,3380,2300000,2300000,1924,4300
Stockholm,Vasastan,2,40,2896,3610000,3395000,1924,8400
Solna,Järvastaden,3,71,4486,3595000,3595000,2008,8160
Stockholm,Kungsholmen,3,75.5,3540,5300000,4995000,1980,5687
Sundbyberg,LillaAlby,2,41.5,2602,2800000,2495000,2012,6534
Stockholm,Bagarmossen,3,59.5,4060,3075000,3150000,1954,5592
Stockholm,HammarbySjöstad,1,34,2103,2200000,1995000,2018,5592
Stockholm,Bandhagen,2,57,3148,2470000,1995000,1953,7080
Sollentuna,Edsberg,3,66,3525,2030000,1895000,1964,4200
Sundbyberg,LillaAlby,1.5,34,2485,2675000,2750000,2012,4200
Stockholm,Kungsholmen,2,36,1996,3175000,2995000,1938,4200
Stockholm,Kärrtorp,3,70,3975,3575000,2950000,1952,4200
Solna,VästraSkogen,3,66.5,3561,3300000,3300000,1952,4200
Stockholm,Älvsjö,5,136,6533,6150000,5650000,2013,4800
Stockholm,Hässelby,1,33,1994,1650000,1650000,2018,4800
Stockholm,Vasastan,2,60,3046,5565000,4995000,1908,4800
Stockholm,Sätra,2,44,2897,2175000,2095000,1908,4800
Solna,SolnaVästraSkogen,3,81,4458,4100000,4100000,2015,12000
Stockholm,Södermalm,2,45.5,2277,3900000,3495000,1930,9120
Stockholm,Kungsholmen,3,75,4024,5805000,5475000,1927,6000
Solna,Råsunda,3,77,3568,3875000,3995000,1954,4860
Stockholm,Bromma,2.5,58,3109,3200000,2995000,1992,7500
Solna,Råsunda,3,86,4354,5200000,5300000,1911,7200
Stockholm,Vasastan,1.5,39,1297,3925000,3295000,1904,4860
Stockholm,GamlaEnskede,3,75,3839,4300000,4400000,1927,4333
Stockholm,Kungsholmen,2,65,3245,4600000,4495000,1926,4333
Stockholm,Björkhagen,3,53,2903,3100000,2595000,1943,4333
Sundbyberg,Sundbyberg,4,107.5,4641,5610000,4995000,1958,8100
Stockholm,Vasastan,1,29,1686,3200000,2995000,1971,3200
Sollentuna,Edsberg,1,29,1874,1450000,1495000,1962,2900
Stockholm,Östermalm,4,104,4483,7695000,7695000,1992,8400
Stockholm,Vällingby,1.5,54,2731,2200000,1995000,1992,6200
Stockholm,Spånga,2,62,4789,1800000,1695000,1965,6200
Stockholm,Vasastan,2,70,2749,6750000,6750000,1965,8300
Stockholm,Högalid,5,94,4863,8810000,7750000,1933,13548
Sundbyberg,CentralaSundbyberg,2,53,2750,3275000,2695000,1996,13548
Stockholm,Vasastan,2.5,49,2659,3810000,3495000,1939,13548
Nacka,HammarbySjöstad,3,82,3757,4600000,4600000,2019,6970
Stockholm,Hornstull,1,24,1260,2725000,2495000,1939,3700
Stockholm,GamlaEnskede,2,58,2294,3120000,2695000,1939,5100
Stockholm,Hornstull,3,85,3533,6110000,5150000,1967,6712
Stockholm,Vasastan,2.5,71,2019,7350000,6495000,1929,7300
Stockholm,Telefonplan,2,39,2672,2180000,1795000,1929,4300
Stockholm,Årsta,2,44.5,3033,2700000,2095000,1945,3480
Stockholm,Vällingby,2,47,3141,2195000,2195000,2012,7440
Stockholm,Enskededalen,2,64,2931,2750000,2495000,1979,4500
Stockholm,Hässelby,2,59.5,2871,2055000,1995000,2019,4000
Stockholm,Östermalm,3,77.5,3562,7400000,6550000,1963,4000
Nacka,Eknäs,3,74,4165,2650000,2495000,1963,4000
Stockholm,Medborgarplatsen,2,42,1046,3900000,3495000,1914,8400
Stockholm,Telefonplan,4,101,5377,6200000,5495000,2015,1500
Stockholm,Husby,2,55,4017,1900000,1595000,2015,2748
Stockholm,Södermalm,2,60,2088,5225000,4975000,1904,6600
Solna,Råsunda,1.5,34,2624,2670000,2295000,2017,4560
Stockholm,ÄlvsjöLångbroPark,4,84,5259,4100000,4195000,2005,5500
Stockholm,Hjorthagen,2,44,2961,3300000,2995000,1936,4800
Stockholm,Tensta,4,94,6447,2100000,1850000,1969,4800
Sollentuna,Kärrdal,2,69,4415,1900000,1850000,1973,3000
Sollentuna,Silverdal,4,76,5028,3600000,3600000,2005,9132
Stockholm,Hägerstensåsen,2,58,3149,3125000,2695000,1946,2400
Solna,Huvudsta,2,60.5,2582,3220000,2995000,1971,2400
Solna,VästraSkogen,3,81,4729,4340000,3995000,1971,2400
Solna,Råsunda,2,55,3015,3700000,3795000,2019,2400
Stockholm,Spånga,1.5,49,2700,1750000,1595000,1963,6480
Stockholm,Kärrtorp,3,59,3086,2910000,2450000,1949,6480
Stockholm,Södermalm,2,34,2118,3250000,2850000,1939,5292
Stockholm,Vasastan,2,56,2198,5850000,5750000,1913,5292
Stockholm,Kungsholmen,4,103,4347,9800000,8750000,1906,11278
Stockholm,Vasastan,3,99,4616,9400000,8350000,1912,11278
Stockholm,Vasastan,1,40.5,1700,3730000,2995000,1924,11278
Sollentuna,Edsbacka,3,81,5004,3050000,2995000,1985,6360
Stockholm,Kista,3,81,4902,2480000,2295000,1976,6360
Solna,Råsunda,2,50,2792,3200000,3200000,2019,6360
Stockholm,Spånga,2,62,4430,1600000,1600000,1968,6360
Sollentuna,Edsbacka,2,67.5,4167,3150000,3150000,1985,3757
Stockholm,Midsommarkransen,3,73,4093,4620000,4195000,2011,3757
Stockholm,Bandhagen,3,67,3386,2200000,1750000,1960,3757
Stockholm,Södermalm,2,40,2416,3200000,3200000,1944,3757
Stockholm,Södermalm,2,44,2853,3370000,3395000,1943,8340
Stockholm,Skarpnäck,4,101.5,5784,3750000,2995000,1943,8340
Stockholm,Hammarbyhöjden,2,52,3075,3080000,2795000,1947,4200
Stockholm,Östermalm,1,23,1537,2700000,2195000,1938,1440
Stockholm,Östermalm,2,57,2943,4800000,3995000,1938,6588
Stockholm,Stockholm,3,108,3893,8725000,7995000,1923,6636
Stockholm,Bromma,3.5,69,3831,3100000,2790000,1952,6000
Stockholm,Katarina,2.5,66,2575,6800000,6495000,1906,6000
Solna,Frösunda,4,106,5604,5470000,4950000,2006,5200
Stockholm,Gamla Stan,2,50,937,5320000,4795000,1618,12000
Solna,Råsunda,1.5,42,1772,2900000,2695000,1911,7400
Stockholm,Bromma,4,97,5235,5400000,4995000,2009,5000
Stockholm,Vasastan,3,66,1458,6470000,5795000,1927,5400
Stockholm,Södermalm,1,19,2183,2150000,1795000,1939,5400
Stockholm,Södermalm,4,78,3649,6000000,4995000,2005,8500
Stockholm,Stadshagen,2,59.5,3376,4410000,3995000,2006,5256
Solna,Bergshamra,4,101.5,4172,5350000,4195000,1959,8000
Solna,Bergshamra,3,86,4153,4700000,4195000,1986,5900
Stockholm,Örnsberg,3,81.2,3923,5300000,4495000,1969,6000
Stockholm,Stockholm,1,34,1825,3375000,2750000,1904,2960
Stockholm,Vasastan,1,29,1664,3250000,3250000,1928,2960
Stockholm,Vällingby,2,60,3495,2370000,2095000,1953,5000
Solna,Råsunda,1,27.5,1866,2300000,1795000,1948,5000
Stockholm,Vasastan,2,50,2523,5360000,4750000,1905,6600
Stockholm,Fruängen,1,30,2232,1900000,1495000,1953,2400
Stockholm,Bagarmossen,2,66,3744,2950000,2395000,1952,5500
Stockholm,Stureby,2,62,3324,2350000,2150000,1950,6213
Stockholm,Södermalm,4.5,94,4174,6175000,5975000,1968,4800
Stockholm,Bromma,3,70,2677,5075000,4395000,1938,10377
Stockholm,Aspudden,2,47,3303,2850000,2295000,1936,3400
Stockholm,Kungsholmen,2,38,2112,3300000,2895000,1933,4800
Stockholm,Ålsten,2,51,1086,3350000,2895000,1934,4200
Stockholm,Årsta,3,73,3863,4020000,3475000,1946,4200
Solna,Skytteholm,2,61,3041,3100000,2595000,1958,4800
Stockholm,HornsbergsStrand,2,46,2062,3850000,3600000,1958,4800
Stockholm,Högalid,1.5,30,1610,2800000,2495000,1930,6000
Stockholm,Kungsholmen,3,72,3017,6750000,5895000,1911,7272
Stockholm,Aspudden,1,35,2201,2500000,2295000,1939,1440
Stockholm,Årsta,2,57,3544,3000000,2475000,1947,1440
Stockholm,Kungsholmen,2,49,2438,3650000,3450000,1935,6240
Stockholm,Vällingby,1,36,1905,2100000,1750000,2018,3000
Stockholm,Skarpnäck,2,68,4788,2275000,1895000,1989,3000
Stockholm,Kungsholmen,4,98,3780,7700000,7750000,1934,8424
Stockholm,Hässelby,2,42,3035,1925000,1795000,2010,1800
Nacka,Saltängen,1,28,1553,1800000,1695000,1950,3000
Stockholm,Hammarbyhöjden,3,85,4728,5025000,4295000,1993,8772
Stockholm,Södermalm,2,64,2660,4700000,3895000,1967,7140
Stockholm,Årsta,2,44.5,2758,2740000,2350000,1943,2796
Stockholm,Enskede,2,45,2817,2535000,2145000,2017,2796
Stockholm,Årsta,2,55,2727,3200000,2695000,1945,4860
Stockholm,Beckomberga,3,69,4267,3725000,3475000,2014,4860
Solna,Jungfrudansen,2,72,3117,3325000,2995000,1971,5150
Stockholm,Vällingby,2,60,3573,2200000,1995000,1952,4000
Stockholm,Fruängen,2,59,3263,2900000,2595000,2014,4058
Stockholm,Östermalm,5,201,8268,22400000,23000000,1906,8500
Solna,Råsunda,1,25,1588,2350000,1990000,1948,3600
Stockholm,Kungsholmen,3,73,4857,6200000,5495000,1997,3000
Stockholm,Kungsholmen,4,102,5601,8500000,7750000,2013,7100
Stockholm,Gamla Stan,2,54,3967,4850000,4950000,1623,4000
Stockholm,Östermalm,2,71,2077,6250000,6495000,1897,4000
Stockholm,Södermalm,2,40,1431,3725000,2995000,1897,6600
Nacka,Nackastrand,2.5,107,5558,5950000,5950000,1995,7200
Stockholm,Riksby,2,56,3870,2370000,1995000,1995,4600
Stockholm,Södermalm,4,77,5541,7000000,6750000,1856,4600
Stockholm,Mariehäll,2,51,3399,2680000,2680000,1929,4600
Stockholm,Östermalm,3,79,4213,8800000,8500000,1928,4600
Nacka,NackaForum,3,83.5,4666,3800000,3495000,1928,5100
Stockholm,Älvsjö,3,84,5259,4850000,4995000,2005,4800
Stockholm,Hägersten,3,91,4761,6400000,5895000,2009,6000
Stockholm,Östermalm,3.5,115,3896,13500000,13900000,1888,6000
Nacka,NackaForum,3,81,4908,2775000,2500000,1962,6000
Stockholm,Vasastan,1,27,1681,3345000,2695000,1943,6000
Solna,Hagalund,2,64,4037,2800000,2800000,1973,1932
Stockholm,Högalid,3,80,3425,7350000,7495000,1965,5500
Stockholm,Kärrtorp,2,57,3355,2975000,2975000,1950,2000
Sundbyberg,Ursvik,4,107,5303,5050000,4995000,2018,2000
Nacka,Jarlaberg,6,132.5,8840,2975000,2975000,1987,2000
Stockholm,Kista,3,77,4892,2285000,2195000,1978,2000
Stockholm,Östberga,3,69.5,4765,2290000,2290000,1959,5400
Stockholm,Örnsberg,4,82,4905,4925000,4195000,2010,5400
Nacka,FinnbodaHamn,3,77,4166,4000000,3995000,2009,5400
Stockholm,Vasastan,3,77,3545,6520000,5850000,1979,7920
Stockholm,Katarina,1,26,1751,3000000,2495000,1929,7920
Stockholm,Katarina,1,36.8,1414,3010000,2775000,1973,875
Stockholm,Årsta,2,44.5,2905,2425000,2095000,1943,875
Stockholm,Vällingby,3,70,3647,3150000,2395000,1954,875
Stockholm,Stockholm,1,33,2103,2200000,1995000,2018,875
Stockholm,HammarbySjöstad,1.5,43.5,2422,3000000,2895000,2017,1800
Stockholm,Gärdet,2.5,51,2360,4500000,3950000,1935,5000
Stockholm,Kista,3,80,4585,2800000,2800000,1935,5000
Stockholm,Kista,2,56,3468,1750000,1750000,1980,5000
Stockholm,Gröndal,1,25,1242,2170000,1695000,1959,3500
Solna,SolnaFristaden,2,45,2841,2790000,1995000,2003,5004
Stockholm,Årsta,3,76,3717,4330000,3795000,1948,9564
Stockholm,Bromma,3,69,4332,3200000,2990000,2006,6600
Stockholm,Bromma,3,69,3831,2950000,2790000,1952,7200
Stockholm,Bromma,3,70,3613,2850000,2790000,1951,6960
Stockholm,Kungsholmen,1,28,819,2760000,2395000,1937,6960
Stockholm,Kista,4,100,5100,3125000,2695000,1937,6960
Stockholm,Globen,3,61,3464,4245000,3495000,1937,6960
Stockholm,Aspudden,2,32,2060,2775000,2195000,1939,6960
Stockholm,Fruängen,2,55,3871,2760000,1995000,1958,6960
Stockholm,Råcksta,1,46,2834,1740000,1595000,1953,1800
Stockholm,Nytorget,2,48,2683,4100000,3900000,1953,3240
Stockholm,Hägerstensåsen,1,35,2441,2450000,1695000,1945,3240
Solna,GamlaHuvudsta,4,111,4392,4140000,3795000,1967,3240
Stockholm,Enskede,2,56,4055,3200000,3200000,1945,3240
Nacka,VästraOrminge,4,93,5770,2230000,1995000,1968,6000
Stockholm,Liljeholmen,3,87,4502,4850000,4995000,2010,8112
Stockholm,Bromma,3,78.5,3404,5125000,4495000,1989,2640
Stockholm,Södermalm,1,42.5,2347,3370000,3250000,1989,2640
Stockholm,Gubbängen,2,60,3262,2670000,2250000,1947,4800
Stockholm,Midsommarkransen,3,72,3945,4450000,3695000,1993,3959
Solna,Järvastaden,5,108,5696,5350000,5350000,2018,3959
Solna,Arenastaden,3,69,4370,4300000,3995000,2018,3959
Stockholm,Midsommarkransen,3,65,4387,4480000,3495000,1949,3600
Stockholm,Gröndal,2.5,58,3650,4125000,3795000,1946,3600
Solna,SolnaUlriksdal,2,42,2415,2700000,2295000,2014,4800
Stockholm,Södermalm,1.5,27,1503,3150000,2495000,1937,5676
Stockholm,JohanneshovGloben,2,52,3761,2490000,2395000,1945,5676
Stockholm,Östermalm,4,93,3216,8400000,7250000,1951,5676
Stockholm,NorraDjurgårdsstaden,2,54.5,2792,4475000,4475000,2017,6300
Stockholm,Östermalm,2,60,1992,4300000,3995000,1962,3876
Stockholm,Hägersten,2,44,2001,2300000,1895000,1950,3876
Stockholm,Bromma,2,46,2641,2325000,1995000,1946,3348
Stockholm,Bromma,1,27,1785,2025000,1995000,1950,3120
Stockholm,Kungsholmen,2,42,1786,3850000,3495000,1931,3120
Stockholm,Östermalm,2,44,2142,4770000,4750000,1894,3120
Stockholm,Stureby,2,50,2845,3125000,2950000,1929,8414
Stockholm,Enskededalen,1,40,2172,2850000,2195000,1921,5460
Solna,SolnaCentrum,2,59.5,1828,3260000,2495000,1964,6918
Solna,Järvastaden,2,45,3000,2550000,2475000,2017,4970
Stockholm,Bromma,2,40.7,3039,2455000,2295000,2003,6600
Stockholm,GamlaEnskede,1.5,44,2473,2585000,2350000,1927,6600
Solna,Bergshamra,4,94,3232,4450000,4425000,1959,6860
Stockholm,Kungsholmen,2,57,2553,4970000,4295000,1905,7836
Stockholm,Kungsholmen,2,44.5,3395,3500000,2950000,1935,4400
Solna,Järvastaden,5,111.5,3744,6080000,5795000,2015,12000
Stockholm,Östermalm,1,28,658,3100000,2495000,1936,5900
Stockholm,Kungsholmen,2,50,2569,3635000,3395000,1929,3800
Stockholm,Kungsholmen,1,32,1880,2675000,2495000,1939,3800
Solna,Råsunda,2,32,2189,2620000,2195000,1940,4200
Stockholm,Kungsholmen,2,38,1896,3450000,2995000,1926,7600
Stockholm,Södermalm,3,76,3549,7680000,6395000,1932,5900
Stockholm,Hagastaden,2,54,3230,4000000,3900000,2018,4000
Stockholm,Östermalm,2,55.6,3428,4500000,3875000,1944,9778
Stockholm,Vasastan,3,97.6,4225,8150000,6995000,1898,6012
Sollentuna,SollentunaHelenelund,1,31,1809,2050000,1795000,2015,2400
Stockholm,Kungsholmen,2,47,2826,3200000,2995000,1939,6924
Stockholm,Årsta,2,42.7,2300,2550000,2295000,1944,6924
Stockholm,NedreGärdet,2,39,2233,3600000,3600000,1932,5400
Stockholm,Årsta,3,66,3996,4150000,3375000,1947,5400
Stockholm,Årsta,1,25.5,1899,2230000,1895000,1945,5400
Stockholm,Vasastan,1,24,1499,2650000,2395000,1929,3000
Stockholm,HammarbySjöstad,3,92.5,5320,5770000,5495000,2000,3000
Stockholm,Telefonplan,2,44,3014,2300000,1995000,1943,3000
Solna,Huvudsta,3,80,4445,3120000,2895000,1970,4272
Stockholm,STUREBY,3,69,4231,3270000,3200000,1952,6600
Stockholm,Södermalm,1,35,2151,2950000,2795000,1911,4500
Stockholm,Midsommarkransen,2,37,3225,2600000,2375000,1938,7200
Stockholm,Liljeholmskajen,1.5,38,2970,2465000,1995000,2005,4000
Nacka,Jarlaberg,3,75,4771,2795000,2795000,1988,4200
Stockholm,Högdalen,1,33,2382,1820000,1695000,2007,4716
Stockholm,Skärmarbrink,3.5,75,3299,3650000,3195000,1943,4716
Stockholm,Kungsholmen,3,72,1934,6450000,5975000,1912,7200
Nacka,Saltsjöbaden,3,86.3,4617,2350000,2395000,1970,5520
Stockholm,Blåsut,2,61,3558,3710000,2995000,2011,5520
Stockholm,Södermalm,3,80,3999,5075000,4500000,1965,6000
Sundbyberg,SundbybergJärvastaden,4,85,4725,3775000,3495000,2017,6000
Stockholm,Kungsholmen,2,39,1478,3520000,2995000,1934,6000
Sundbyberg,Hallonbergen,3,82.1,3693,2700000,2295000,1970,6000
Stockholm,Hammarbyhöjden,3,70,4332,4400000,3750000,1943,6000
Stockholm,Bandhagen,2,62,5428,2050000,1950000,1993,3648
Stockholm,Vasastan,3,67,3448,6475000,5950000,1908,5400
Stockholm,Södermalm,5,168,7097,17250000,14500000,1890,2800
Stockholm,Kungsholmen,1,33.5,1825,2950000,2950000,1890,4200
Stockholm,LillaEssingen,3,84.5,4828,7300000,7495000,2004,8000
Nacka,Sickla,2,50,3312,3360000,2995000,2007,5496
Stockholm,Östermalm,5,126,2967,14000000,13750000,2007,5496
Stockholm,Östermalm,2,53,1785,5825000,5475000,1882,2000
Stockholm,Vasastan,1,20.5,1559,2620000,2095000,1929,5800
Stockholm,Vasastan,1,36,1836,3255000,2995000,1929,3300
Stockholm,Östermalm,3,90,4239,10500000,10500000,1898,3300
Stockholm,Östermalm,2,50,1128,4550000,4250000,1936,5200
Stockholm,Örby,1,44,1919,2330000,1795000,1963,3600
Stockholm,Riksby,1.5,44,2258,2700000,2395000,1943,7659
Stockholm,Årsta,1.5,40,2314,2300000,1895000,1961,400
Stockholm,Gullmarsplan,5,102,4505,6050000,5995000,1946,7000
Sollentuna,Kärrdal,1,35,2242,1550000,1550000,1972,1200
Stockholm,Beckomberga,5,103.5,5412,4695000,4695000,2014,6500
Stockholm,Årsta,1,25,2651,2100000,1795000,1946,6500
Stockholm,Årsta,2,54,2657,2930000,2495000,1945,4800
Stockholm,Liljeholmskajen,2,70,4366,4100000,3495000,2016,5000
Stockholm,Vasastan,2,43,941,5000000,4295000,1966,4250
Sundbyberg,LillaAlby,2,47,2901,2830000,2595000,1966,4250
Stockholm,Vasastan,2,60,3499,4600000,4495000,1913,4250
Stockholm,Annedal,2,54,3447,2920000,2595000,2013,5000
Nacka,NackaForum,3,79.5,4706,3300000,3495000,2008,4300
Stockholm,Högalid,2,53,4188,3400000,3195000,1952,4300
Stockholm,Kungsholmen,1,37,1830,3450000,2995000,1929,4300
Solna,Skytteholm,3,85.7,4264,3500000,3500000,1959,4300
Stockholm,Bromma,2,40,1828,2670000,2195000,1944,2880
Stockholm,Bromma,6,139,5591,8330000,7450000,2013,18336
Stockholm,Hammarbyhöjden,2,45,3210,2750000,2450000,1939,18336
Stockholm,Stockholm,2,64,1623,5290000,4995000,1905,6000
Stockholm,HornsbergsStrand,3,79,3950,6510000,5895000,2015,6000
Stockholm,Södermalm,1,37,2083,3800000,3275000,1882,5200
Stockholm,Globen,1,30,2914,2400000,1995000,1942,3400
Stockholm,Vällingby,2,59,3462,1995000,1995000,1952,3400
Stockholm,Vasastan,3,78,2536,6170000,5995000,1985,6600
Nacka,FinnbodaHamn,3,81.5,5222,4600000,4395000,2008,6600
Nacka,FinnbodaHamn,3,77,4080,4800000,4495000,2009,3600
Stockholm,Södermalm,2,42,2029,4175000,3495000,1930,8196
Solna,HagaNorra,2,63,2803,3350000,2795000,1930,8196
Solna,GamlaHuvudsta,3,83,3725,3750000,3495000,1979,8196
Stockholm,Hammarbyhöjden,2,43,3095,2700000,2700000,1936,5400
Stockholm,Vasastan,3,82,3751,8200000,6995000,1929,6120
Stockholm,Vasastan,2,72,3052,5800000,5295000,1909,6240
Stockholm,Johanneshov,2,41,3152,2655000,2395000,1995,1800
Stockholm,Farsta,1,38,1832,2140000,1795000,1959,1800
Stockholm,Kungsholmen,2,32.5,2548,3060000,2650000,1934,3660
Stockholm,Liljeholmskajen,2,55,3508,3400000,2795000,2009,3500
Stockholm,Vasastan,4,120,5456,11000000,9995000,1924,3500
Sundbyberg,Rissne,2,53,2634,2425000,1995000,1986,2600
Stockholm,Bromma,1,25,1622,2150000,1695000,1944,2600
Stockholm,Sköndal,5,119.5,6520,4700000,4200000,2002,6372
Sundbyberg,Hallonbergen,1.5,50.5,2369,1775000,1795000,1972,1800
Stockholm,Liljeholmen,1.5,37,3130,2400000,1750000,1936,1800
Stockholm,Gröndal,2.5,58,3650,3650000,3595000,1946,1800
Stockholm,Midsommarkransen,3,86.5,3979,5200000,4650000,2010,1800
Stockholm,Midsommarkransen,3,53,4008,3350000,2750000,1943,1800
Solna,Solna,2.5,64.2,3143,3180000,2695000,1983,1800
Sundbyberg,CentralaSundbyberg,2,62.5,4849,3150000,2850000,1962,1800
Solna,SolnaJärvastaden,4,94,5309,5300000,4795000,2017,5160
