region,dist_to_central_st,num_of_rooms,size,fee,final_price,initial_price,year_built
Solna,3718,4,94,3232,4450000,4425000,1959
Stockholm,460,2,57,2553,4970000,4295000,1905
Stockholm,808,2,44.5,3395,3500000,2950000,1935
Solna,1773,5,111.5,3744,6080000,5795000,2015
Stockholm,520,1,28,658,3100000,2495000,1936
Stockholm,1303,2,62,5428,2050000,1950000,1993
Stockholm,742,2,50,2569,3635000,3395000,1929
Stockholm,1064,1,32,1880,2675000,2495000,1939
Solna,1122,2,32,2189,2620000,2195000,1940
Stockholm,759,2,38,1896,3450000,2995000,1926
Stockholm,782,3,76,3549,7680000,6395000,1932
Stockholm,1198,2,54,3230,4000000,3900000,2018
Stockholm,1025,2,55.6,3428,4500000,3875000,1944
Stockholm,616,3,97.6,4225,8150000,6995000,1898
Sollentuna,1299,1,31,1809,2050000,1795000,2015
Stockholm,1445,2,47,2826,3200000,2995000,1939
Stockholm,1342,2,42.7,2300,2550000,2295000,1944
Stockholm,471,2,39,2233,3600000,3600000,1932
Stockholm,1126,3,66,3996,4150000,3375000,1947
Stockholm,1069,1,25.5,1899,2230000,1895000,1945
Stockholm,986,1,24,1499,2650000,2395000,1929
Stockholm,1598,3,92.5,5320,5770000,5495000,2000
Stockholm,1467,2,44,3014,2300000,1995000,1943
Solna,1116,3,80,4445,3120000,2895000,1970
Stockholm,1243,3,69,4231,3270000,3200000,1952
Stockholm,591,1,35,2151,2950000,2795000,1911
Stockholm,822,2,37,3225,2600000,2375000,1938
Stockholm,831,1.5,38,2970,2465000,1995000,2005
Nacka,1929,3,75,4771,2795000,2795000,1988
Stockholm,1282,1,33,2382,1820000,1695000,2007
Stockholm,1121,3.5,75,3299,3650000,3195000,1943
Stockholm,472,3,72,1934,6450000,5975000,1912
Nacka,2855,3,86.3,4617,2350000,2395000,1970
Stockholm,864,2,61,3558,3710000,2995000,2011
Stockholm,719,3,80,3999,5075000,4500000,1965
Stockholm,869,2,39,1478,3520000,2995000,1934
Sundbyberg,1004,3,82.1,3693,2700000,2295000,1970
Stockholm,1078,3,70,4332,4400000,3750000,1943
Stockholm,875,3,67,3448,6475000,5950000,1908
Stockholm,430,5,168,7097,17250000,14500000,1890
Stockholm,892,1,33.5,1825,2950000,2950000,1890
Stockholm,1395,3,84.5,4828,7300000,7495000,2004
Nacka,1413,2,50,3312,3360000,2995000,2007
Stockholm,656,5,126,2967,14000000,13750000,2007
Stockholm,658,2,53,1785,5825000,5475000,1882
Stockholm,1008,1,20.5,1559,2620000,2095000,1929
Stockholm,818,1,36,1836,3255000,2995000,1929
Stockholm,468,3,90,4239,10500000,10500000,1898
Stockholm,520,2,50,1128,4550000,4250000,1936
Stockholm,1221,1,44,1919,2330000,1795000,1963
Stockholm,1456,1.5,44,2258,2700000,2395000,1943
Stockholm,1192,1.5,40,2314,2300000,1895000,1961
Stockholm,795,5,102,4505,6050000,5995000,1946
Sollentuna,2186,1,35,2242,1550000,1550000,1972
Stockholm,1836,5,103.5,5412,4695000,4695000,2014
Stockholm,991,1,25,2651,2100000,1795000,1946
Stockholm,1437,2,54,2657,2930000,2495000,1945
Stockholm,872,2,70,4366,4100000,3495000,2016
Stockholm,709,2,43,941,5000000,4295000,1966
Sundbyberg,1014,2,47,2901,2830000,2595000,1966
Stockholm,1089,2,60,3499,4600000,4495000,1913
Stockholm,1645,2,54,3447,2920000,2595000,2013
Nacka,1755,3,79.5,4706,3300000,3495000,2008
Stockholm,869,2,53,4188,3400000,3195000,1952
Stockholm,726,1,37,1830,3450000,2995000,1929
Solna,902,3,85.7,4264,3500000,3500000,1959
Stockholm,1137,2,40,1828,2670000,2195000,1944
Stockholm,1440,6,139,5591,8330000,7450000,2013
Stockholm,916,2,45,3210,2750000,2450000,1939
Stockholm,364,2,64,1623,5290000,4995000,1905
Stockholm,614,3,79,3950,6510000,5895000,2015
Stockholm,428,1,37,2083,3800000,3275000,1882
Stockholm,914,1,30,2914,2400000,1995000,1942
Stockholm,2068,2,59,3462,1995000,1995000,1952
Stockholm,933,3,78,2536,6170000,5995000,1985
Nacka,1913,3,81.5,5222,4600000,4395000,2008
Nacka,1845,3,77,4080,4800000,4495000,2009
Stockholm,675,2,42,2029,4175000,3495000,1930
Solna,878,2,63,2803,3350000,2795000,1930
Solna,813,3,83,3725,3750000,3495000,1979
Stockholm,1050,2,43,3095,2700000,2700000,1936
Stockholm,922,3,82,3751,8200000,6995000,1929
Stockholm,859,2,72,3052,5800000,5295000,1909
Stockholm,850,2,41,3152,2655000,2395000,1995
Stockholm,1920,1,38,1832,2140000,1795000,1959
Stockholm,280,2,32.5,2548,3060000,2650000,1934
Stockholm,1021,2,55,3508,3400000,2795000,2009
Stockholm,642,4,120,5456,11000000,9995000,1924
Sundbyberg,1250,2,53,2634,2425000,1995000,1986
Stockholm,1287,1,25,1622,2150000,1695000,1944
Stockholm,1728,5,119.5,6520,4700000,4200000,2002
Sundbyberg,1531,1.5,50.5,2369,1775000,1795000,1972
Stockholm,974,1.5,37,3130,2400000,1750000,1936
Stockholm,1321,2.5,58,3650,3650000,3595000,1946
Stockholm,1119,3,86.5,3979,5200000,4650000,2010
Stockholm,942,3,53,4008,3350000,2750000,1943
Solna,775,2.5,64.2,3143,3180000,2695000,1983
Sundbyberg,1221,2,62.5,4849,3150000,2850000,1962
Solna,1658,4,94,5309,5300000,4795000,2017
Stockholm,958,3,80.5,3207,5500000,4295000,1962
Stockholm,776,3,71,4239,7330000,6295000,1937
Stockholm,1371,3,79,5443,2610000,1995000,1989
Stockholm,1317,3,83,4311,2200000,1995000,1969
Stockholm,673,2,35,1976,3050000,2795000,1938
Stockholm,1158,4,96,4565,8495000,8495000,2017
Stockholm,758,3,72,3310,5920000,5495000,1929
Stockholm,621,3,81,4298,5650000,5650000,1930
Stockholm,759,2,66,3237,6300000,5475000,1906
Solna,895,3,82.3,2708,4020000,4020000,1966
Stockholm,2020,4,96,5188,3700000,3700000,2009
Sollentuna,1399,3,69,3845,2950000,2950000,2013
Stockholm,1547,4,99,5076,6710000,6495000,2019
Stockholm,396,2,50,1833,5975000,4695000,1901
Stockholm,1262,3,68,3792,3125000,2695000,1947
Stockholm,1036,4,75,4242,5550000,4395000,1948
Stockholm,955,2,42.5,3058,4210000,3450000,1929
Stockholm,666,2,65,2543,5530000,4950000,1897
Stockholm,1313,2,62,2682,3800000,3295000,1984
Stockholm,670,4.5,116,3705,11420000,9500000,1929
Stockholm,1677,2,56,3252,2620000,2195000,1954
Stockholm,1392,1,28.5,1672,2030000,1695000,1959
Solna,1369,2,59.5,3508,3575000,2850000,2009
Solna,666,2,47,3036,3340000,2695000,2016
Stockholm,937,1,32,1464,3370000,2900000,1929
Stockholm,704,1,29,1330,2850000,2350000,1910
Solna,1476,2,43,2741,2710000,2495000,2019
Solna,888,3,88.4,4206,4550000,3995000,1968
Stockholm,1080,1.5,39,1650,3350000,2595000,1930
Solna,894,2,49,2585,3160000,2595000,1947
Stockholm,983,2,53,2965,3350000,2795000,1945
Stockholm,1330,2,51,3436,3015000,2495000,1939
Stockholm,896,1,38,2290,2750000,2195000,1949
Stockholm,1468,1.5,44,2241,2400000,1995000,1944
Stockholm,789,2,43,2459,3300000,2995000,1944
Stockholm,1313,3,75,4277,5900000,5475000,1938
Solna,1027,2,56,3127,3250000,3250000,2019
Stockholm,1533,2,59,3636,2000000,1845000,1990
Stockholm,1158,1,22,1504,2100000,1895000,1990
Solna,1184,4,75,3830,4450000,3795000,1989
Stockholm,1537,3,76,4500,2000000,1795000,1976
Stockholm,241,4,103,6781,3700000,3490000,2019
Stockholm,1443,2,44,3121,3050000,2795000,2003
Stockholm,1832,4,93,5124,2475000,2195000,1963
Stockholm,979,2,36,1979,3100000,3100000,1931
Sundbyberg,416,2,33,1910,3000000,2395000,1936
Stockholm,882,5,124,6560,12850000,11500000,1905
Stockholm,1448,2,56,3212,2500000,2500000,1955
Stockholm,707,3,90,3705,9900000,8950000,1881
Stockholm,854,3,69,2354,6320000,5495000,1905
Sundbyberg,1044,3,83,3567,5800000,5895000,2017
Stockholm,560,6,204,5699,22000000,22900000,1888
Stockholm,688,1,23,1208,2560000,2195000,1933
Nacka,2003,2,48,3287,2000000,1895000,1993
Sundbyberg,1176,1,42,2979,2500000,2495000,1936
Stockholm,1699,1,36,1905,2100000,1750000,2019
Stockholm,459,2,48,1404,4100000,3695000,1937
Nacka,1374,3,79,3601,4270000,3695000,1965
Stockholm,1620,3,69,4092,2570000,2190000,1953
Stockholm,650,2,49,2810,5180000,4795000,1907
Stockholm,721,1,25,1360,2700000,2700000,1929
Stockholm,1315,2,54.6,3970,2820000,2295000,1996
Stockholm,831,3,79,3297,5790000,5595000,2009
Stockholm,1027,3,83,4103,5200000,4795000,2016
Stockholm,458,3,87,4061,9800000,9450000,1879
Stockholm,772,2,40,2116,4310000,3750000,1928
Nacka,1184,3,69,4151,2500000,2395000,1928
Stockholm,770,2,42,1954,3870000,2995000,1932
Nacka,1765,3,69,4557,2495000,2495000,1932
Stockholm,842,2,60,2328,5280000,4950000,1926
Stockholm,1262,2,47,2621,3350000,2995000,1926
Stockholm,474,3,66,2502,6200000,6150000,1892
Stockholm,726,2,58,2270,5050000,4495000,1931
Stockholm,688,3,62,3304,5740000,4995000,1933
Stockholm,1479,4,113,5285,8250000,8475000,2009
Stockholm,355,4,104,4520,9000000,9500000,1862
Stockholm,1739,3,73,4787,1940000,1790000,1976
Sundbyberg,198,2,38,2789,2850000,2495000,1937
Stockholm,304,2,61,3222,4645000,4250000,1991
Stockholm,1414,4,101.5,6664,3750000,2895000,1985
Sundbyberg,2135,3,62,3632,2620000,2495000,2015
Stockholm,2072,3,79,5243,2900000,2595000,2015
Stockholm,557,4,139,4204,11800000,11500000,1913
Sundbyberg,917,1,22,920,2260000,1850000,1913
Sundbyberg,1211,3,79,3812,2620000,2490000,1982
Stockholm,1082,3,78,4107,4920000,4995000,2019
Stockholm,1264,2,62,1763,2410000,1995000,1968
Solna,1615,3,78,4012,3840000,3840000,2013
Stockholm,1252,1,36,1756,2400000,1995000,1943
Stockholm,1718,4,75,4398,4200000,3695000,2010
Solna,885,3,78,4225,5000000,5000000,2010
Stockholm,1208,3,88,4090,3425000,3500000,1982
Stockholm,1037,3,73,4259,5350000,4395000,1949
Stockholm,1847,5,136,6533,5710000,5490000,2013
Stockholm,483,2,84,4652,6950000,6995000,1891
Stockholm,1559,2,40,2574,2350000,1995000,2017
Stockholm,1299,2,44.2,2943,3300000,2995000,1937
Stockholm,1194,4,96,5530,7100000,6595000,2015
Stockholm,1298,2,44.2,2941,3100000,2995000,1935
Sollentuna,1795,3,77.5,4505,3050000,2595000,2009
Sollentuna,1818,2,66,4169,2950000,2950000,2013
Stockholm,1313,2,35,2235,2725000,2150000,1940
Solna,2842,4,82,4169,4400000,4400000,2015
Solna,450,2,54,2725,3010000,2395000,1952
Solna,1015,2,41,2289,2750000,2750000,2019
Solna,1209,3,58,3829,3950000,3495000,2017
Stockholm,598,3,50,1755,5400000,4895000,2017
Stockholm,1725,4,88,4442,3135000,2595000,2017
Stockholm,992,2,68.5,3563,4400000,3995000,1992
Stockholm,2165,3,74,4117,4350000,3995000,2014
Stockholm,1120,3,62,4152,4125000,3295000,1936
Stockholm,1205,1.5,48,2784,2900000,2495000,2012
Stockholm,1008,3.5,109,5629,10200000,8495000,1914
Stockholm,1102,3,63,3905,4625000,3650000,1938
Stockholm,1352,3,68,3718,3250000,2895000,1948
Solna,1239,3,81.1,3758,3920000,3695000,1985
Stockholm,1314,3,74,3759,3200000,2995000,1966
Stockholm,631,2,42,2859,4050000,3475000,1926
Solna,1244,5,117,6504,6450000,6650000,2005
Sollentuna,2282,2,57,3113,1700000,1700000,1963
Stockholm,1721,3,59.5,3410,3520000,3600000,1985
Stockholm,1691,3,73,4234,2020000,1790000,1975
Stockholm,500,1,26,895,2650000,2195000,1937
Stockholm,774,1,31,1372,3250000,3300000,1883
Stockholm,961,3,69.5,3503,4420000,4125000,1992
Stockholm,610,2,63,2200,5810000,5195000,1950
Stockholm,661,2,36,2850,2960000,2795000,1941
Sundbyberg,1004,2,68.8,3095,2200000,1895000,1941
Stockholm,746,2,55,3599,2700000,2700000,1951
Stockholm,363,3,79,2826,7500000,6950000,1973
Stockholm,918,2,83,4397,6900000,4975000,1908
Stockholm,980,1,38,2485,2740000,2295000,1912
Stockholm,670,2,48,1507,4500000,4100000,1902
Stockholm,1161,2,35,1750,3550000,3150000,2017
Stockholm,1128,3,70,3125,5300000,4395000,2017
Stockholm,631,2,44,2121,4600000,3995000,1878
Stockholm,561,2,44.5,2291,4275000,3795000,1878
Stockholm,572,2,54.5,3262,5110000,4395000,1884
Sollentuna,1107,2,65,3740,2100000,1995000,1970
Stockholm,782,2,37,1919,3100000,2985000,1932
Stockholm,733,1,25,1439,2755000,2495000,1938
Stockholm,924,2,41.5,2612,3005000,2495000,1938
Stockholm,1263,2,41,2528,2600000,2295000,1939
Sollentuna,1989,3,69,3955,2800000,2295000,2019
Stockholm,651,1.5,31,1314,2600000,2095000,2019
Solna,1079,2,56,2776,2900000,2900000,1959
Stockholm,650,2,42,2024,4200000,4200000,1906
Nacka,1834,1.5,32,1373,2000000,1795000,1906
Stockholm,845,1,26,1702,2500000,1995000,1906
Stockholm,561,6,192,7165,22600000,17900000,1903
Stockholm,1740,3.5,81,4576,4010000,2995000,1947
Stockholm,909,5,127,4664,16700000,13950000,1894
Stockholm,933,2,57,1627,6400000,5750000,1886
Stockholm,912,4,98,4224,7500000,7250000,2012
Stockholm,1102,2,47,3017,4700000,4495000,2018
Stockholm,302,1,24,1534,2520000,2350000,2011
Stockholm,987,3.5,80,4758,4725000,4450000,1931
Stockholm,729,2,32,1242,3680000,2975000,1901
Stockholm,868,3,105,3431,11000000,11000000,1917
Sundbyberg,1193,2,53,2623,3750000,3495000,2016
Stockholm,912,2,54,3193,3400000,2995000,1938
Sollentuna,1520,2,70,3262,3020000,2995000,1970
Sollentuna,1271,3,78,3868,2795000,2650000,1970
Solna,1078,4,118.5,5140,5100000,4895000,1962
Sundbyberg,1086,2,59,1521,3150000,2995000,1954
Stockholm,1301,4,78,4410,3695000,3695000,1947
Sundbyberg,757,4,84,3943,6600000,5995000,2014
Stockholm,1397,1.5,31,2060,2725000,2725000,1930
Stockholm,570,1,35,1743,2700000,2395000,1939
Stockholm,229,1.5,30,2424,2800000,2495000,1934
Stockholm,1482,1.5,37,2762,1600000,1490000,1957
Stockholm,1472,4,83,3746,3400000,3150000,1950
Stockholm,959,3,79,4611,7700000,7700000,2019
Nacka,2823,1,51,3718,2400000,2400000,2019
Stockholm,477,2.5,58,3021,4320000,3995000,1992
Nacka,1413,3,85,4739,4795000,4795000,2006
Nacka,1495,1,34,1984,2550000,2395000,2017
Stockholm,1466,2,55,2426,2710000,2350000,1945
Stockholm,769,1,27,1873,2700000,2275000,1931
Stockholm,911,2,47,2785,4125000,3575000,1929
Stockholm,516,2,74,3185,6540000,5995000,1934
Stockholm,1010,3,69,3112,5500000,4795000,1947
Stockholm,828,2,49.5,2953,3600000,3495000,1938
Stockholm,1748,2,54,2500,2420000,2195000,1945
Stockholm,799,4,103,5324,9895000,9900000,1897
Solna,1037,2,57,2983,3200000,2895000,2009
Stockholm,948,4,96,5477,8550000,7995000,1907
Nacka,1765,2,52,3583,2250000,1995000,1960
Stockholm,1089,2,53,3835,3150000,3150000,1938
Nacka,1394,3,76,3977,3750000,3295000,1963
Stockholm,1449,2.5,72,3506,2600000,2150000,2011
Stockholm,1541,2,54,3870,2900000,2295000,1954
Stockholm,2045,1,37,1604,2400000,1995000,1935
Stockholm,909,2.5,73,3681,3910000,3850000,1992
Stockholm,2028,3,83,3935,2400000,2400000,1967
Stockholm,1341,2,38,1742,2750000,2495000,1938
Solna,1720,4,95,5545,4650000,4700000,2015
Stockholm,1790,2,61,3228,2610000,2195000,2017
Stockholm,1068,2,45,3825,3450000,2995000,1940
Stockholm,1176,2,67,3711,4225000,3895000,1935
Stockholm,1699,2,66,3493,2800000,2800000,2019
Stockholm,770,2,32,1817,2700000,2750000,1937
Stockholm,1296,2,65,3852,3350000,3150000,2015
Stockholm,1377,3.5,66,3737,4100000,3395000,1943
Stockholm,1496,4,83,2498,4500000,4750000,1981
Stockholm,431,3,87,3917,9000000,9000000,1909
Stockholm,1578,3,73,3919,2140000,1995000,1976
Stockholm,1852,5,100,3437,3600000,3600000,1959
Stockholm,1657,2,57.5,3128,2365000,2150000,1956
Stockholm,592,3,121,5068,12000000,10950000,1904
Stockholm,409,2,36,1703,3820000,3495000,1884
Stockholm,812,3,86,3206,10400000,8950000,1898
Stockholm,567,4,132,5113,15175000,13000000,1886
Stockholm,424,4,120,1451,15300000,14500000,1925
Stockholm,1110,2,43.5,2763,3375000,3495000,2014
Stockholm,1263,4,78,4897,3800000,3775000,1943
Stockholm,695,2,55,3599,2750000,2450000,1950
Stockholm,1910,2,61.5,4460,1570000,1450000,1968
Stockholm,713,2,37,1994,3200000,2950000,1968
Stockholm,636,4,122,5201,20000000,20000000,1909
Sollentuna,1837,2,52,3012,2300000,2295000,2014
Stockholm,545,4,84,2101,8350000,6895000,1912
Sollentuna,2097,2,69,3527,2250000,1995000,1975
Stockholm,493,2,59,2195,6000000,5500000,1924
Stockholm,845,2,39,2432,2860000,2495000,1939
Nacka,1467,2,68,3871,3250000,3295000,1939
Stockholm,643,2,76,4305,5250000,4995000,1930
Sundbyberg,2118,2,39,2619,2250000,2250000,2014
Stockholm,2239,3,79,4190,2600000,2295000,1948
Stockholm,1501,2,73,4693,4000000,3795000,1910
Sollentuna,1731,2,66,4169,3100000,3000000,2013
Stockholm,1227,2,44,3405,2600000,2050000,1940
Sollentuna,1552,3,87,4904,2650000,2495000,1940
Sollentuna,961,4,96,5050,3510000,3450000,1989
Stockholm,582,2,37.5,1761,3575000,3150000,1931
Stockholm,2472,2,77,3374,3850000,3595000,1930
Stockholm,1228,1.5,32,1449,2600000,2395000,1913
Stockholm,416,3,64,3159,7500000,6395000,1882
Stockholm,1502,4,92,5911,4200000,4200000,1996
Stockholm,231,1,27,2287,2565000,2395000,1938
Stockholm,426,4,83,4325,6500000,6500000,1896
Stockholm,1317,3,68,3812,2750000,2495000,1947
Stockholm,1598,4,99,5821,4050000,3600000,1958
Nacka,1801,2,64,3285,3600000,3495000,2011
Stockholm,516,3,77.5,3720,6700000,5995000,1973
Stockholm,676,1.5,38,1223,3495000,3195000,1927
Stockholm,703,2.5,75.5,3458,4175000,4295000,1927
Stockholm,1195,2,35,2235,2650000,2195000,1940
Stockholm,1403,2,54,3870,2420000,2195000,1954
Stockholm,1210,3,85,4695,5810000,5495000,2014
Stockholm,818,1,34,1990,2800000,2495000,1939
Stockholm,505,2,70,3979,5650000,5450000,1907
Stockholm,552,2,48,1456,4350000,3995000,1907
Stockholm,1036,2,54,3048,3600000,5795000,1948
Sundbyberg,402,1.5,30,2071,2420000,1995000,1930
Stockholm,1229,1.5,36,2060,2725000,2195000,2012
Stockholm,2150,2,60,3010,2150000,2150000,1956
Stockholm,705,3,77,3258,3650000,2995000,2015
Stockholm,1359,2.5,63,2295,3100000,2795000,1948
Sundbyberg,370,4,91.5,4567,6775000,6775000,2017
Stockholm,1262,2,57,3017,2900000,2495000,1945
Nacka,1486,2.5,47.5,2699,3275000,2995000,1959
Stockholm,1606,3,76,5084,1850000,1795000,1974
Stockholm,785,5,119,5134,10550000,9495000,1926
Stockholm,501,3,78,3108,6800000,6295000,1979
Stockholm,1075,2,62,3493,3800000,3195000,2011
Sollentuna,1862,3,73,3837,3500000,3395000,2011
Stockholm,1656,3,78,5201,2400000,2095000,1960
Stockholm,627,2,61,2415,5200000,4995000,1905
Sollentuna,1966,3,88.8,4715,2950000,2795000,1998
Nacka,1657,2,63.5,3264,3100000,2695000,1977
Nacka,1995,4,107,3895,4820000,4995000,1977
Stockholm,1172,2,45,3136,2700000,2995000,1938
Stockholm,896,2,64,3156,4700000,4250000,2008
Nacka,1801,3,85,4350,3850000,3495000,2008
Stockholm,1285,3,76,4962,2350000,1995000,1959
Sundbyberg,996,2,53,2750,3525000,2695000,1996
Stockholm,782,2,53,3571,3500000,2995000,1946
Stockholm,1418,2,44,3135,3120000,2695000,2002
Stockholm,387,3,79,3791,6800000,6395000,1929
Stockholm,1239,3,86,3763,4400000,3895000,2015
Stockholm,1126,4,86,5198,5000000,4695000,1992
Sollentuna,1958,3,71,3693,2625000,2595000,2012
Stockholm,597,2,35.7,1419,3850000,3295000,1926
Stockholm,1319,1.5,35,2591,2760000,1995000,1926
Stockholm,636,3,75,2079,5480000,5250000,2004
Stockholm,1819,2,47,3373,2850000,2295000,1943
Stockholm,1017,3,70,4133,4300000,4350000,1948
Sundbyberg,1234,1.5,39,2616,2450000,2250000,1932
Stockholm,1351,2,41,2852,2720000,2245000,1963
Stockholm,1558,2,57,3243,2735000,1995000,1952
Stockholm,2020,4,96,5188,3950000,3795000,2008
Stockholm,386,1,24.5,1523,2360000,1995000,1949
Stockholm,915,2,57,3042,5460000,5250000,1907
Stockholm,323,2,60,1886,6000000,5895000,1898
Stockholm,888,2,48,3860,3650000,3250000,1938
Stockholm,2104,2,61,3567,2625000,2395000,2014
Stockholm,1559,3,82,3931,2675000,2675000,1966
Stockholm,1224,3,71,4198,4130000,3495000,2016
Stockholm,727,1,24,1128,3100000,2695000,1884
Stockholm,1431,3,83.5,3607,4300000,3895000,2014
Solna,1083,1.5,46,2405,2670000,2395000,2014
Stockholm,457,3,72,5235,8345000,8495000,1934
Solna,1176,4,87.4,5255,5660000,4895000,1998
Stockholm,1115,4,140,5421,5800000,5195000,2013
Stockholm,812,2,59.5,2506,4200000,4150000,2009
Solna,1504,3,68,4249,4057000,3595000,2007
Stockholm,1080,2,51,3186,2900000,2495000,1939
Stockholm,1452,3,84,4131,5600000,5495000,2006
Stockholm,637,1,29,1153,3150000,2695000,1913
Stockholm,1190,2,47.5,3304,3515000,3395000,1937
Stockholm,1640,3.5,111,6797,4850000,4490000,1909
Stockholm,1175,3,75,4005,3245000,2850000,1985
Stockholm,961,2,49,3145,4000000,3795000,2013
Nacka,1591,2,66,4010,2200000,2195000,1993
Stockholm,616,3,87,3213,5850000,5750000,1927
Stockholm,331,4,124,6717,8800000,8495000,1931
Stockholm,1072,2,40,2741,2600000,2295000,1939
Nacka,1951,2,63,5321,1660000,1580000,1993
Sundbyberg,1384,4,96.7,5209,3050000,2895000,1983
Sundbyberg,1140,4,86,4379,4325000,3995000,1965
Stockholm,558,2,70,3609,4710000,4475000,1999
Stockholm,1108,1,26,1724,2830000,2800000,1938
Stockholm,1444,3,83,4209,4600000,4450000,1982
Stockholm,483,5,120,6573,11950000,11950000,1937
Stockholm,653,2,45,1637,4310000,3495000,1977
Stockholm,1266,2,55,3101,2870000,2395000,1949
Stockholm,1510,3,78,3997,4050000,3375000,1953
Nacka,2480,1.5,37,2394,1600000,1575000,1970
Nacka,1806,3,81,3801,3700000,3595000,1970
Stockholm,1714,3,80,5413,3045000,2695000,2011
Stockholm,577,3,85,4005,5200000,4975000,1963
Stockholm,488,3,70,2455,9600000,7500000,1906
Stockholm,446,3,73,3695,9500000,9500000,2018
Stockholm,754,4,99,4131,13750000,13900000,1929
Stockholm,547,3,75,4237,5690000,5690000,2019
Solna,805,5,113,5185,4350000,4350000,1952
Stockholm,424,2,41,1881,3970000,3495000,1938
Stockholm,661,3,79.4,3381,6015000,5495000,1971
Stockholm,1392,2,60,4004,4400000,3995000,2003
Solna,952,2,68,4146,4550000,3895000,1926
Stockholm,789,2,56,2988,4350000,3995000,1938
Stockholm,643,1,34,1823,2960000,2695000,1927
Stockholm,1517,2,56.1,3542,2310000,1890000,2001
Stockholm,2731,3,63,3774,2565000,2295000,2018
Stockholm,958,3,75,2941,6420000,5495000,1912
Stockholm,1283,3.5,66,3835,3675000,2995000,1943
Stockholm,1230,2,71,3659,2200000,1790000,1968
Stockholm,1212,2,42,2990,2710000,1995000,1946
Stockholm,441,2,62,2920,7000000,6195000,1932
Stockholm,786,1.5,37,2211,3800000,3495000,1925
Solna,961,4,86,4030,4600000,4050000,1960
Stockholm,1046,1,31,2077,2325000,1995000,1935
Sundbyberg,1210,2,30,1528,2500000,2095000,1935
Stockholm,507,3,74,2447,4910000,4795000,1983
Stockholm,1368,4,85,4858,4150000,4150000,2017
Stockholm,578,3,72,2550,6150000,5600000,1975
Solna,1225,4,90,4029,5200000,5200000,1960
Stockholm,459,3,79,3640,6500000,5500000,1982
Stockholm,1197,2,54,2925,4350000,3695000,2012
Stockholm,806,1,29,1328,2950000,2695000,1905
Stockholm,1498,3,68,3647,3000000,2595000,1955
Stockholm,1229,2,48,2673,3275000,2675000,2012
Stockholm,1178,3.5,87,4951,6220000,5495000,1929
Stockholm,924,3,70,3556,5250000,5250000,1928
Stockholm,1502,3,68,4825,2850000,2850000,1953
Nacka,1610,2,58,2888,2550000,2495000,1951
Sollentuna,2263,3,75,4398,2100000,2195000,1961
Solna,1028,1,41,2315,2800000,2495000,1940
Stockholm,1879,2,58,3048,2860000,2590000,2010
Stockholm,1776,4,114,5586,4050000,3950000,1952
Nacka,1394,3,78.6,4172,3000000,2995000,1962
Solna,1173,3,85,4981,4200000,3995000,2006
Stockholm,2002,1,31,1586,2130000,1695000,1963
Stockholm,1010,2,40.5,2137,2850000,2495000,2019
Stockholm,1763,2,54,2731,2300000,1995000,1957
Stockholm,1258,4,98,5800,7400000,7125000,2003
Stockholm,1187,3,74,3935,4750000,4295000,2010
Stockholm,1929,5,118,6432,4600000,4195000,2010
Sollentuna,1731,3,80,4913,3930000,3800000,2013
Solna,2842,2,50,2820,2850000,2495000,2015
Stockholm,673,2.5,53,2559,5150000,4995000,1943
Stockholm,1498,2,50,2102,3320000,2950000,2012
Stockholm,951,2,37,2537,3000000,2695000,1935
Stockholm,1187,2,55,2539,2795000,2595000,1945
Stockholm,1120,2,41.5,1952,2950000,2450000,1929
Nacka,1388,1,25,1031,2050000,1850000,1948
Sundbyberg,1539,2,68.8,3191,1900000,1950000,1972
Stockholm,1698,2,44.5,3026,2550000,2150000,1946
Solna,1310,2,51.5,1632,3060000,2895000,1944
Stockholm,579,1.5,38.5,2407,3300000,3300000,1927
Stockholm,1201,2,55,3779,3800000,3495000,2015
Nacka,1637,2,39,2391,2995000,2495000,2019
Stockholm,1046,1.5,41,2305,3320000,2895000,1939
Stockholm,1016,3,48,3543,2975000,2650000,1943
Stockholm,1743,2,48,3425,2000000,1795000,1958
Stockholm,671,2,58,2108,4750000,4195000,1927
Stockholm,925,2,55,2198,5360000,4975000,1916
Stockholm,813,2,36,1699,3575000,2995000,1929
Stockholm,869,3,89,5004,7150000,6600000,2013
Stockholm,527,3.5,87,3204,9000000,7750000,1892
Stockholm,519,1,20,1208,2410000,1950000,1887
Solna,557,1,46,2626,2775000,2495000,2013
Stockholm,811,1.5,43,2240,4250000,3775000,1901
Stockholm,1697,1,36.3,2093,2300000,1890000,1953
Solna,1505,2,64,3519,3540000,2995000,2011
Solna,974,3,70.5,4559,5075000,5075000,2008
Stockholm,1039,2,43,2880,2900000,2495000,1946
Stockholm,787,4,103,3822,8750000,7775000,1929
Stockholm,578,2,71,2619,7100000,5950000,1893
Stockholm,1742,5,123,6987,3500000,3250000,1958
Stockholm,1052,2,68,5763,2450000,2450000,1992
Stockholm,541,4,99.5,6469,7000000,6495000,1991
Stockholm,1047,1,23,2202,2175000,2245000,1938
Stockholm,652,3,81,2240,6500000,5995000,1963
Solna,1105,2,59.5,2772,3200000,2595000,1962
Nacka,2138,2,59.2,3181,2400000,2295000,1985
Solna,1307,4,80.5,4961,4230000,3595000,1956
Solna,1122,1,27,1847,2320000,1995000,1940
